구인업체명,모집기간,인원,성별,연령,급여 타입,급여,근무요일,근무시간형태,근무시간,업종,고용형태,데이터기준일자
수제갈비,2020-07-07 - 2020-07-07,1,성별무관,연령 무관,시급,9000,주1일,기타,16:30~22:30,주방보조 및 홀서빙,무관,2020-08-13
착한장어(효자),2020-07-07 - 2020-07-07,1,여,연령 무관,일급,95000,주6일,기타,11:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
바다풍경회타운,2020-07-07 - 2020-07-07,1,여,연령 무관,일급,100000,"주말(토, 일)",풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
푸르넷공부방,2020-07-07 - 2020-07-31,0,여,25 - 50,협의가능,협의가능,주5일,기타,13:00~18:00,전문직,자투리시간,2020-08-13
숙달돼지,2020-07-07 - 2020-07-10,1,여,45 - 59,시급,9000,주2일,기타,18:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
벌집삼겹살 장성점,2020-07-07 - 2020-07-07,1,여,50 - 55,시급,10000,주1일,기타,16:30~22:30,주방보조 및 홀서빙,무관,2020-08-13
영일만숲실밀면,2020-07-07 - 2020-07-08,1,여,연령 무관,시급,10000,주1일,기타,11:30~14:30,주방보조 및 홀서빙,자투리시간,2020-08-13
바다속으로,2020-07-07 - 2020-07-11,2,여,30 - 55,일급,90000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
바다이야기회식당,2020-07-07 - 2020-07-07,1,여,연령 무관,시급,8590,주2일,기타,10:00~21:30,주방보조 및 홀서빙,무관,2020-08-13
신수정회식당,2020-07-07 - 2020-07-07,1,성별무관,연령 무관,시급,9000,주1일,기타,09:30~15:30,주방보조 및 홀서빙,무관,2020-08-13
전원숯불,2020-07-07 - 2020-07-07,1,여,30 - 63,일급,100000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
고구려화로구이,2020-07-07 - 2020-07-08,1,여,연령 무관,시급,9000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
어웨이횟집,2020-07-07 - 2020-07-07,1,여,연령 무관,시급,10000,주1일,기타,18:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
전원숯불,2020-07-07 - 2020-07-12,1,여,30 - 63,일급,100000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
바다풍경회타운,2020-07-07 - 2020-07-07,1,여,연령 무관,일급,100000,"주말(토, 일)",풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
바다풍경회타운,2020-07-07 - 2020-07-07,1,여,연령 무관,일급,100000,"주말(토, 일)",풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
바다풍경회타운,2020-07-07 - 2020-07-07,1,여,연령 무관,일급,100000,"주말(토, 일)",풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
낙동생오리 죽도점,2020-07-06 - 2020-07-06,1,여,연령 무관,일급,90000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
(주)크린에코,2020-07-06 - 2020-07-08,2,남,25 - 50,일급,140000,월~금,기타,08:00~19:00,단순노무 및 생산직,자투리시간,2020-08-13
(주),2020-07-06 - 2020-07-08,2,성별무관,25 - 50,일급,140000,월~금,기타,08:00~19:00,단순노무 및 생산직,자투리시간,2020-08-13
풍천장어,2020-07-06 - 2020-07-06,1,여,연령 무관,시급,10000,주1일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
갈비1번가,2020-07-06 - 2020-07-10,1,여,45 - 60,시급,9000,주1일,기타,17:00~23:00,주방보조 및 홀서빙,자투리시간,2020-08-13
바다풍경회타운,2020-07-06 - 2020-07-06,1,여,연령 무관,일급,100000,"주말(토, 일)",풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
영일만숲실밀면,2020-07-06 - 2020-07-06,1,여,연령 무관,시급,10000,주1일,기타,11:30~14:30,주방보조 및 홀서빙,자투리시간,2020-08-13
할매실비회식당,2020-07-06 - 2020-07-11,1,여,30 - 62,일급,협의가능,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
추자도횟집,2020-07-06 - 2020-07-07,1,여,40 - 55,시급,9000,주1일,기타,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
미남장어,2020-07-06 - 2020-07-16,1,여,연령 무관,일급,90000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
돈통마늘보쌈,2020-07-06 - 2020-07-13,1,여,30 - 60,일급,90000,주6일,풀타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
오천 운수대통,2020-07-06 - 2020-07-11,1,여,30 - 60,시급,10000,주2일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
바다속으로,2020-07-06 - 2020-07-09,1,여,30 - 55,시급,90000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
청진동해장국,2020-07-06 - 2020-07-06,1,여,45 - 55,시급,9000,주1일,기타,23:00~05:00,주방보조 및 홀서빙,자투리시간,2020-08-13
효자 삼이족발보쌈,2020-07-06 - 2020-07-06,1,여,연령 무관,시급,9000,주1일,오전 타임,10:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
금성출판사 중포항지점,2020-07-06 - 2020-07-31,1,여,35 - 45,시급,협의가능,월~금,저녁 타임,16:00~22:00,서비스 및 판매직,계약직,2020-08-13
한양횟집,2020-07-06 - 2020-07-06,1,여,45 - 55,일급,100000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
바다풍경회타운,2020-07-06 - 2020-07-06,1,여,연령 무관,일급,100000,"주말(토, 일)",풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
기찻길옆막창,2020-07-06 - 2020-07-12,1,여,연령 무관,일급,80000,주1일,기타,12:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
족쌈소문났네,2020-07-06 - 2020-07-31,1,여,55 - 60,시급,8600,주6일,저녁 타임,16:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
신항만대게회식당,2020-07-06 - 2020-07-06,1,여,연령 무관,일급,70000,주1일,기타,10:00~17:00,주방보조 및 홀서빙,자투리시간,2020-08-13
전원숯불,2020-07-06 - 2020-07-07,1,여,30 - 63,일급,100000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
청석골,2020-07-06 - 2020-07-07,1,여,45 - 55,시급,8590,주1일,기타,10:00~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
효자 삼이족발보쌈,2020-07-06 - 2020-07-06,1,여,연령 무관,시급,9000,주1일,오전 타임,10:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
한양횟집,2020-07-06 - 2020-07-06,1,여,45 - 55,일급,100000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
문덕pc랜드,2020-07-04 - 2020-07-31,2,성별무관,25 - 39,시급,10000,협의가능,협의가능,,서비스 및 판매직,무관,2020-08-13
죽천해녀횟집,2020-07-03 - 2020-07-03,1,성별무관,45 - 60,일급,100000,"주말(토, 일)",기타,,주방보조 및 홀서빙,무관,2020-08-13
해미해물찜,2020-07-03 - 2020-07-03,1,여,30 - 65,시급,10000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
동원해물촌,2020-07-03 - 2020-07-05,1,여,연령 무관,일급,협의가능,"주말(토, 일)",기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
송도왕손짜장,2020-07-03 - 2020-07-04,1,여,연령 무관,시급,9000,주6일,기타,11:00~15:00,주방보조 및 홀서빙,자투리시간,2020-08-13
죽천해녀횟집,2020-07-03 - 2020-07-03,1,성별무관,연령 무관,일급,협의가능,주1일,기타,09:30~21:30,주방보조 및 홀서빙,무관,2020-08-13
강변횟집,2020-07-03 - 2020-07-03,1,여,45 - 55,일급,90000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
돈통마늘보쌈,2020-07-03 - 2020-07-06,1,여,30 - 60,일급,90000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
돈통마늘보쌈,2020-07-03 - 2020-07-15,1,여,30 - 60,일급,90000,주6일,풀타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
묵돌이구이하우스,2020-07-03 - 2020-07-04,1,여,45 - 55,일급,120000,주1일,기타,12:00~00:00,주방보조 및 홀서빙,무관,2020-08-13
웰빙우렁이 쌈밥,2020-07-03 - 2020-07-03,1,여,연령 무관,시급,9000,주1일,기타,15:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
과수원,2020-07-03 - 2020-07-10,1,여,연령 무관,시급,9000,주1일,기타,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
명천회식당,2020-07-03 - 2020-07-03,1,여,30 - 50,일급,90000,주2일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
묵돌이구이하우스,2020-07-03 - 2020-07-04,1,여,45 - 55,일급,120000,주1일,기타,12:00~00:00,주방보조 및 홀서빙,무관,2020-08-13
수제갈비,2020-07-02 - 2020-07-03,1,성별무관,45 - 55,시급,9000,주3일,기타,16:30~22:30,주방보조 및 홀서빙,무관,2020-08-13
갈비1번가,2020-07-02 - 2020-07-04,1,여,45 - 60,시급,9000,주1일,기타,17:00~23:00,주방보조 및 홀서빙,자투리시간,2020-08-13
강변횟집,2020-07-02 - 2020-07-02,1,여,45 - 55,일급,90000,주1일,기타,11:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
착한장어(효자),2020-07-02 - 2020-07-02,1,여,연령 무관,시급,10000,주6일,기타,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
24시 전주콩나물국밥(죽도동),2020-07-02 - 2020-07-04,1,여,40 - 60,시급,협의가능,주2일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
황제조개,2020-07-02 - 2020-07-04,1,여,연령 무관,일급,100000,주1일,기타,14:00~02:00,주방보조 및 홀서빙,무관,2020-08-13
운수대통,2020-07-02 - 2020-07-03,1,여,45 - 55,일급,100000,주1일,기타,10:00~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
운수대통,2020-07-02 - 2020-07-03,1,여,연령 무관,일급,90000,주1일,기타,10:00~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
바다이야기회식당,2020-07-02 - 2020-07-04,1,여,연령 무관,시급,8590,주2일,기타,10:00~21:30,주방보조 및 홀서빙,무관,2020-08-13
할매육숫간,2020-07-02 - 2020-07-03,1,여,50 - 60,일급,95000,"주말(토, 일)",풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
수가성,2020-07-02 - 2020-07-02,1,여,연령 무관,일급,90000,주1일,기타,09:30~21:30,주방보조 및 홀서빙,무관,2020-08-13
영일대 조개구이,2020-07-02 - 2020-07-25,4,여,연령 무관,시급,10000,주5일,기타,15:00~01:00,주방보조 및 홀서빙,무관,2020-08-13
대련 더(The) 칼국수,2020-07-02 - 2020-07-26,1,여,연령 무관,월급,협의가능,주6일,기타,09:00~20:00,주방보조 및 홀서빙,무관,2020-08-13
전원숯불,2020-07-02 - 2020-07-05,1,여,30 - 63,일급,100000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
돌고래회식당,2020-07-02 - 2020-07-05,1,여,40 - 55,일급,90000,주1일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
갈릴리대게횟집,2020-07-02 - 2020-07-10,1,여,연령 무관,일급,협의가능,"주말(토, 일)",풀타임,12:00~19:00,주방보조 및 홀서빙,자투리시간,2020-08-13
착한장어(효자),2020-07-02 - 2020-07-02,1,여,연령 무관,시급,10000,주6일,기타,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
갈릴리대게횟집,2020-07-02 - 2020-07-10,1,여,연령 무관,일급,협의가능,"주말(토, 일)",풀타임,12:00~19:00,주방보조 및 홀서빙,자투리시간,2020-08-13
이동 참바다 횟집,2020-07-01 - 2020-07-02,1,여,연령 무관,일급,80000,월~금,기타,12:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
강변횟집,2020-07-01 - 2020-07-01,1,여,45 - 55,일급,90000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
해신자매매운탕,2020-07-01 - 2020-07-07,1,여,연령 무관,일급,90000,주6일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
이동 참바다횟집,2020-07-01 - 2020-07-01,1,여,연령 무관,일급,90000,주6일,기타,11:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
조마루뼈다귀해장국,2020-07-01 - 2020-07-01,1,여,연령 무관,일급,90000,주1일,기타,16:00~02:00,사무직,자투리시간,2020-08-13
착한장어(효자),2020-07-01 - 2020-07-01,1,여,연령 무관,시급,10000,주6일,기타,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
갑을장어,2020-07-01 - 2020-07-05,1,여,20 - 60,일급,90000,주2일,기타,10:00~21:00,주방보조 및 홀서빙,일반직,2020-08-13
명천회식당,2020-07-01 - 2020-07-02,1,여,30 - 50,일급,90000,주2일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
돌고래회식당,2020-07-01 - 2020-07-06,1,여,40 - 55,일급,90000,주1일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
이동참바다횟집,2020-07-01 - 2020-07-02,1,여,연령 무관,일급,80000,협의가능,협의가능,,주방보조 및 홀서빙,무관,2020-08-13
바다속으로,2020-07-01 - 2020-07-04,1,여,30 - 55,일급,90000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
갑을장어,2020-07-01 - 2020-07-04,1,여,20 - 60,일급,90000,주2일,기타,10:00~21:00,주방보조 및 홀서빙,일반직,2020-08-13
과수원,2020-07-01 - 2020-07-03,1,여,연령 무관,일급,90000,주1일,풀타임,18:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
바다속으로,2020-07-01 - 2020-07-04,1,여,30 - 55,일급,90000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
할매국수,2020-07-01 - 2020-07-01,1,여,40 - 55,시급,8590,주3일,기타,16:00~20:00,주방보조 및 홀서빙,무관,2020-08-13
토원,2020-07-01 - 2020-07-01,1,여,45 - 65,일급,50000,월~금,기타,09:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
김수사,2020-07-01 - 2020-07-01,1,여,40 - 50,시급,9000,월~금,기타,10:30~13:30,주방보조 및 홀서빙,무관,2020-08-13
푸르넷공부방,2020-07-01 - 2020-07-31,2,여,연령 무관,시급,8590,월~금,오전 타임,10:00~15:00,단순노무 및 생산직,무관,2020-08-13
고향숯불갈비,2020-07-01 - 2020-07-07,1,여,40 - 55,시급,9000,주3일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
제일회타운,2020-07-01 - 2020-07-02,1,여,연령 무관,시급,9000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
한동글로벌학교,2020-07-01 - 2020-07-31,2,성별무관,연령 무관,시급,8590,주2일,오전 타임,10:00~15:00,경비 및 청소,자투리시간,2020-08-13
바다풍경회타운,2020-07-01 - 2020-07-03,1,여,연령 무관,일급,100000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
솔향기오리촌,2020-07-01 - 2020-07-17,1,여,연령 무관,일급,50000,주5일,기타,16:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
양학돈 고기쟁이,2020-07-01 - 2020-07-03,1,여,20 - 60,시급,9000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
명천회식당,2020-07-01 - 2020-07-02,1,여,30 - 50,일급,90000,주2일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
별난매운탕,2020-06-30 - 2020-06-30,1,여,연령 무관,시급,8590,주2일,기타,10:30~20:30,주방보조 및 홀서빙,자투리시간,2020-08-13
옛날그집(옻삼계탕),2020-06-30 - 2020-06-30,1,여,연령 무관,시급,10000,"주말(토, 일)",기타,10:30~15:00,주방보조 및 홀서빙,무관,2020-08-13
별난매운탕,2020-06-30 - 2020-07-03,1,여,30 - 60,일급,90000,주1일,기타,10:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
금조갈비,2020-06-30 - 2020-07-20,1,여,45 - 60,시급,9000,주6일,기타,10:00~15:30,주방보조 및 홀서빙,무관,2020-08-13
금조갈비,2020-06-30 - 2020-07-20,1,여,45 - 60,일급,110000,주6일,기타,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
바다속으로,2020-06-30 - 2020-07-01,1,여,30 - 55,일급,90000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
명가전통민물장어,2020-06-30 - 2020-07-06,1,여,연령 무관,일급,95000,주2일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
팔공숯불구이,2020-06-30 - 2020-07-01,1,여,연령 무관,일급,50000,주1일,기타,17:00~22:30,주방보조 및 홀서빙,자투리시간,2020-08-13
호호짜글이삼겹살,2020-06-30 - 2020-07-07,1,여,연령 무관,일급,40000,주1일,기타,17:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
육대장,2020-06-29 - 2020-06-30,1,여,50 - 60,일급,90000,주1일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
금조갈비,2020-06-29 - 2020-06-29,2,여,45 - 55,일급,50000,주1일,기타,16:30~22:00,주방보조 및 홀서빙,무관,2020-08-13
황장군,2020-06-29 - 2020-07-02,1,여,0 - 50,시급,8600,주5일,기타,09:30~14:30,주방보조 및 홀서빙,자투리시간,2020-08-13
바다속으로,2020-06-29 - 2020-07-03,1,여,30 - 55,시급,90000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
소우리,2020-06-29 - 2020-07-06,1,여,40 - 60,일급,100000,주1일,풀타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
아리랑감자탕,2020-06-29 - 2020-07-01,1,여,연령 무관,시급,9000,주2일,기타,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
소우리,2020-06-29 - 2020-06-29,1,여,40 - 60,일급,100000,주6일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
돈통마늘보쌈,2020-06-29 - 2020-07-15,1,여,30 - 60,일급,90000,주6일,풀타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
돈통마늘보쌈,2020-06-29 - 2020-07-15,1,여,30 - 60,일급,90000,주6일,풀타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
화로마실,2020-06-29 - 2020-06-30,1,여,30 - 55,시급,8590,주1일,기타,10:00~15:00,주방보조 및 홀서빙,자투리시간,2020-08-13
소우리,2020-06-29 - 2020-07-01,1,여,40 - 60,일급,50000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
대풍식당,2020-06-29 - 2020-07-01,1,여,연령 무관,시급,10000,주1일,기타,10:00~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
최옥희 (개인),2020-06-26 - 2020-06-26,1,여,연령 무관,시급,10000,주1일,기타,10:00~12:00,가사 및 육아,무관,2020-08-13
정일식당,2020-06-26 - 2020-07-20,1,여,40 - 60,시급,8590,무관,기타,12:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
김해본가뒷고기,2020-06-26 - 2020-06-26,1,여,50 - 60,시급,10000,주1일,기타,17:00~23:00,주방보조 및 홀서빙,무관,2020-08-13
바다속으로,2020-06-26 - 2020-06-27,2,여,30 - 55,일급,90000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
바다풍경회타운,2020-06-26 - 2020-06-27,1,여,연령 무관,일급,100000,"주말(토, 일)",풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
해미횟집,2020-06-26 - 2020-06-29,1,여,연령 무관,일급,100000,주2일,기타,10:00~20:00,주방보조 및 홀서빙,무관,2020-08-13
