구인업체명,모집기간,인원,성별,연령,급여 타입,급여,근무요일,근무시간형태,근무시간,업종,고용형태,데이터기준일자
강변횟집,2020-06-08 - 2020-06-08,1,여,45 - 55,일급,50000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
영일대 조개구이,2020-06-08 - 2020-06-20,4,여,연령 무관,시급,9000,주5일,기타,15:00~01:00,주방보조 및 홀서빙,무관,2020-08-13
해미횟집,2020-06-08 - 2020-06-14,1,여,연령 무관,시급,8590,주2일,기타,10:00~19:00,주방보조 및 홀서빙,무관,2020-08-13
명천회식당,2020-06-08 - 2020-06-08,1,여,연령 무관,일급,90000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
이동 참바다횟집,2020-06-08 - 2020-06-09,1,여,연령 무관,일급,90000,주6일,기타,11:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
명천회식당,2020-06-08 - 2020-06-15,1,성별무관,연령 무관,월급,협의가능,무관,협의가능,,주방보조 및 홀서빙,무관,2020-08-13
고향숯불갈비,2020-06-08 - 2020-06-08,1,여,연령 무관,시급,9000,주1일,기타,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
고향숯불갈비,2020-06-08 - 2020-06-11,1,여,40 - 55,시급,9000,주3일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
할매국수,2020-06-08 - 2020-06-11,1,여,40 - 55,일급,40000,주3일,기타,16:30~20:30,주방보조 및 홀서빙,무관,2020-08-13
바다풍경회타운,2020-06-08 - 2020-06-08,1,여,연령 무관,일급,100000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
김수사,2020-06-08 - 2020-06-30,1,여,40 - 50,시급,9000,월~금,기타,10:30~13:30,주방보조 및 홀서빙,무관,2020-08-13
신대구식당,2020-06-08 - 2020-06-08,1,여,연령 무관,일급,50000,주1일,기타,08:30~14:30,주방보조 및 홀서빙,자투리시간,2020-08-13
전원숯불,2020-06-08 - 2020-06-08,1,여,연령 무관,시급,9000,주1일,기타,10:00~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
황제코다리,2020-06-08 - 2020-06-10,1,여,40 - 65,일급,45000,주3일,오전 타임,10:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
설악산막국수,2020-06-08 - 2020-06-09,1,여,연령 무관,시급,10000,주1일,기타,11:00~16:00,주방보조 및 홀서빙,무관,2020-08-13
아리랑감자탕,2020-06-08 - 2020-06-09,1,여,연령 무관,시급,9000,주2일,기타,18:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
설악산막국수,2020-06-08 - 2020-06-30,1,여,연령 무관,시급,10000,주1일,기타,11:00~16:00,주방보조 및 홀서빙,무관,2020-08-13
돈통마늘보쌈,2020-06-08 - 2020-06-13,1,여,30 - 60,일급,50000,주4일,기타,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
한양곱창전골,2020-06-08 - 2020-06-11,1,여,50 - 60,일급,45000,주2일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
이동 참바다횟집,2020-06-08 - 2020-06-30,1,여,연령 무관,일급,90000,주6일,기타,11:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
고구려토종한우상대점,2020-06-08 - 2020-06-13,1,여,30 - 59,일급,90000,주4일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
돈통마늘보쌈,2020-06-08 - 2020-06-13,1,여,30 - 60,일급,50000,주4일,기타,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
아리랑감자탕,2020-06-08 - 2020-06-10,1,여,연령 무관,시급,9000,주2일,기타,18:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
신대구식당,2020-06-08 - 2020-06-08,1,여,연령 무관,일급,50000,주1일,기타,08:30~14:30,주방보조 및 홀서빙,자투리시간,2020-08-13
설악산막국수,2020-06-08 - 2020-06-30,1,여,연령 무관,시급,10000,주1일,기타,11:00~16:00,주방보조 및 홀서빙,무관,2020-08-13
죽천해녀횟집,2020-06-05 - 2020-06-06,2,여,25 - 45,일급,100000,무관,기타,09:30~21:30,주방보조 및 홀서빙,무관,2020-08-13
명가전통민물장어,2020-06-05 - 2020-06-06,1,여,연령 무관,일급,90000,무관,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
풍천장어,2020-06-05 - 2020-06-08,1,여,연령 무관,시급,10000,주1일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
대련숯불갈비,2020-06-05 - 2020-06-05,1,여,연령 무관,일급,90000,주2일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
시골태화강,2020-06-05 - 2020-06-07,1,여,연령 무관,일급,100000,주1일,기타,08:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
죽천회타운,2020-06-05 - 2020-06-05,1,여,연령 무관,일급,100000,주2일,풀타임,09:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
착한고기,2020-06-05 - 2020-06-06,1,여,30 - 50,시급,10000,주2일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
함경찬굴국밥,2020-06-05 - 2020-06-06,1,여,연령 무관,시급,8590,주1일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
명천회식당,2020-06-05 - 2020-06-08,1,여,연령 무관,일급,90000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
세무서 공무원식당,2020-06-05 - 2020-06-13,1,여,45 - 60,일급,80000,주5일,기타,08:00~18:30,주방보조 및 홀서빙,무관,2020-08-13
동해해물찜,2020-06-05 - 2020-06-06,1,여,30 - 55,일급,95000,주2일,기타,09:30~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
스타왕족발,2020-06-05 - 2020-06-06,1,여,연령 무관,시급,9000,주2일,기타,18:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
돈통마늘보쌈,2020-06-05 - 2020-06-07,1,여,30 - 60,일급,50000,주1일,기타,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
서리태흑두부,2020-06-05 - 2020-06-08,1,여,연령 무관,시급,9000,주1일,기타,10:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
해원숯불갈비,2020-06-05 - 2020-06-05,1,여,45 - 55,시급,8590,주6일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
명천회식당,2020-06-05 - 2020-06-08,1,여,연령 무관,일급,90000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
항구동횟집,2020-06-05 - 2020-06-30,1,여,연령 무관,일급,90000,무관,기타,16:00~03:00,주방보조 및 홀서빙,무관,2020-08-13
죽천회타운,2020-06-05 - 2020-06-05,1,여,연령 무관,일급,100000,주2일,풀타임,09:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
죽천회타운,2020-06-05 - 2020-06-05,1,여,연령 무관,일급,100000,주2일,풀타임,09:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
흥해석갈비,2020-06-04 - 2020-06-06,1,여,연령 무관,일급,90000,주1일,기타,12:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
장가네한우숯불갈비,2020-06-04 - 2020-06-07,1,여,30 - 60,일급,100000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
명천회식당,2020-06-04 - 2020-06-06,1,여,연령 무관,일급,90000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
착한고기,2020-06-04 - 2020-06-05,1,여,30 - 50,시급,10000,주2일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
화로마실,2020-06-04 - 2020-06-15,1,여,30 - 55,시급,8590,주6일,오전 타임,10:00~15:00,주방보조 및 홀서빙,자투리시간,2020-08-13
낚시꾼의 집,2020-06-04 - 2020-06-04,1,여,연령 무관,시급,10000,주1일,저녁 타임,11:00~23:00,주방보조 및 홀서빙,자투리시간,2020-08-13
영일대 조개구이,2020-06-04 - 2020-06-21,1,여,연령 무관,시급,9000,주5일,기타,19:00~01:00,주방보조 및 홀서빙,무관,2020-08-13
맘편한집사회적협동조합,2020-06-04 - 2020-06-04,10,여,연령 무관,시급,10000,협의가능,협의가능,,경비 및 청소,무관,2020-08-13
맘편한집사회적협동조합,2020-06-04 - 2020-06-04,10,여,연령 무관,시급,10000,협의가능,협의가능,,가사 및 육아,무관,2020-08-13
화로마실,2020-06-04 - 2020-06-15,1,여,30 - 55,시급,8590,주6일,오전 타임,10:00~15:00,주방보조 및 홀서빙,자투리시간,2020-08-13
김수사,2020-06-04 - 2020-06-30,1,여,40 - 50,월급,2000000,월~토,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
공단식당,2020-06-04 - 2020-06-30,1,여,연령 무관,시급,8590,월~금,기타,10:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
기찻길옆막창,2020-06-04 - 2020-06-13,1,여,연령 무관,시급,9000,주1일,기타,16:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
황장군,2020-06-04 - 2020-06-04,1,여,0 - 50,시급,8600,주2일,기타,16:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
토원,2020-06-04 - 2020-06-04,1,여,45 - 65,일급,50000,월~금,기타,09:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
할매국수,2020-06-04 - 2020-06-04,1,여,40 - 55,시급,8590,주3일,기타,16:00~20:00,주방보조 및 홀서빙,무관,2020-08-13
민지횟집,2020-06-03 - 2020-06-06,1,여,연령 무관,시급,9000,주2일,기타,11:00~19:30,주방보조 및 홀서빙,무관,2020-08-13
동원해물촌,2020-06-03 - 2020-06-05,1,여,연령 무관,시급,8590,"주말(토, 일)",기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
전원숯불,2020-06-03 - 2020-06-03,1,여,연령 무관,일급,100000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
흥해생선구이,2020-06-03 - 2020-06-03,1,여,연령 무관,시급,10000,주1일,기타,17:00~20:00,주방보조 및 홀서빙,무관,2020-08-13
숙달돼지,2020-06-03 - 2020-06-04,1,여,연령 무관,시급,9000,주2일,기타,18:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
소대감 참한우 숯불,2020-06-03 - 2020-06-30,1,여,연령 무관,시급,8590,주6일,기타,10:00~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
돈통마늘보쌈,2020-06-03 - 2020-06-05,1,여,30 - 60,시급,8590,주1일,풀타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
돈통마늘보쌈,2020-06-03 - 2020-06-03,1,여,30 - 60,시급,8590,주1일,풀타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
돌고래회식당,2020-06-03 - 2020-06-06,1,여,40 - 55,일급,90000,주1일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
돌고래회식당,2020-06-03 - 2020-06-06,1,여,40 - 55,일급,90000,주1일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
이동 참바다횟집,2020-06-02 - 2020-06-30,1,여,연령 무관,일급,90000,주6일,기타,11:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
영일만숲실밀면,2020-06-02 - 2020-06-12,1,여,연령 무관,시급,10000,주1일,기타,11:30~14:30,주방보조 및 홀서빙,자투리시간,2020-08-13
청진동해장국,2020-06-02 - 2020-06-02,1,여,45 - 55,시급,9000,주1일,기타,23:00~05:00,주방보조 및 홀서빙,자투리시간,2020-08-13
화기애애,2020-06-02 - 2020-06-04,1,여,연령 무관,시급,8600,주1일,기타,17:00~20:00,주방보조 및 홀서빙,무관,2020-08-13
도시어부,2020-06-02 - 2020-06-02,1,여,45 - 55,시급,9000,주2일,기타,17:30~22:30,주방보조 및 홀서빙,무관,2020-08-13
이동 참바다횟집,2020-06-02 - 2020-06-30,1,여,연령 무관,일급,90000,주6일,기타,11:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
이노일식,2020-06-02 - 2020-06-02,1,여,30 - 55,일급,100000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
우리한우,2020-06-02 - 2020-06-02,1,여,연령 무관,일급,45000,주1일,기타,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
소우리,2020-06-02 - 2020-06-02,1,여,30 - 55,일급,100000,주2일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
영일대 조개구이,2020-06-02 - 2020-06-03,1,여,연령 무관,시급,9000,주5일,기타,19:00~01:00,주방보조 및 홀서빙,무관,2020-08-13
아리랑감자탕,2020-06-02 - 2020-06-02,1,여,연령 무관,시급,9000,주1일,풀타임,11:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
대보횟집,2020-06-02 - 2020-06-05,1,여,연령 무관,시급,9000,주2일,기타,18:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
아리랑감자탕,2020-06-02 - 2020-06-30,1,여,연령 무관,월급,2500000,주6일,기타,12:00~00:00,주방보조 및 홀서빙,자투리시간,2020-08-13
영일대 조개구이,2020-06-02 - 2020-06-05,1,여,연령 무관,시급,9000,주2일,기타,17:00~05:00,주방보조 및 홀서빙,무관,2020-08-13
착한장어(효자),2020-06-01 - 2020-06-01,1,여,연령 무관,일급,90000,주6일,기타,11:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
이동림한방보쌈,2020-06-01 - 2020-06-20,1,여,연령 무관,시급,8590,주6일,기타,11:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
더이스트  펜션,2020-06-01 - 2020-06-13,2,성별무관,연령 무관,시급,8590,무관,오전 타임,10:00~15:00,무관 및 기타,무관,2020-08-13
착한장어(효자),2020-06-01 - 2020-06-01,1,여,연령 무관,일급,90000,주6일,기타,11:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
소우리,2020-06-01 - 2020-06-01,1,여,40 - 60,시급,10000,주1일,기타,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
정코다리,2020-06-01 - 2020-06-15,2,성별무관,연령 무관,일급,90000,주6일,풀타임,09:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
별난매운탕,2020-06-01 - 2020-06-03,1,여,연령 무관,시급,8590,주2일,기타,10:30~20:30,주방보조 및 홀서빙,자투리시간,2020-08-13
주식회사 창,2020-06-01 - 2020-06-10,1,성별무관,연령 무관,시급,8590,월~금,협의가능,,단순노무 및 생산직,자투리시간,2020-08-13
영일대 조개구이,2020-06-01 - 2020-06-01,1,여,연령 무관,시급,10000,주2일,기타,17:00~05:00,주방보조 및 홀서빙,무관,2020-08-13
부엌스시,2020-06-01 - 2020-07-01,1,성별무관,28 - 45,시급,8590,주6일,오전 타임,10:00~15:00,주방보조 및 홀서빙,자투리시간,2020-08-13
부엌스시,2020-06-01 - 2020-07-01,1,성별무관,25 - 45,시급,8600,주6일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
임곡춘천닭갈비,2020-06-01 - 2020-06-06,1,여,연령 무관,일급,90000,"주말(토, 일)",풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
갈비1번가,2020-06-01 - 2020-06-01,1,여,45 - 55,시급,9000,주1일,기타,17:00~23:00,주방보조 및 홀서빙,자투리시간,2020-08-13
흥해생선구이,2020-06-01 - 2020-06-01,1,여,연령 무관,시급,8600,주1일,기타,11:00~14:00,주방보조 및 홀서빙,무관,2020-08-13
아리랑감자탕,2020-06-01 - 2020-06-02,1,여,연령 무관,시급,9000,주1일,기타,17:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
신수정회식당,2020-06-01 - 2020-06-01,1,성별무관,연령 무관,시급,9000,주1일,기타,09:30~15:30,주방보조 및 홀서빙,무관,2020-08-13
강변횟집,2020-06-01 - 2020-06-01,1,여,45 - 55,일급,90000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
더이스트  펜션,2020-05-31 - 2020-06-01,2,성별무관,연령 무관,일급,60000,"주말(토, 일)",오전 타임,10:00~15:00,경비 및 청소,무관,2020-08-13
소우리,2020-05-29 - 2020-05-29,1,여,30 - 55,일급,100000,주2일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
김해본가뒷고기,2020-05-29 - 2020-06-20,1,여,50 - 65,시급,10000,주1일,기타,18:00~23:00,주방보조 및 홀서빙,무관,2020-08-13
바다풍경펜션,2020-05-29 - 2020-06-05,1,성별무관,30 - 50,월급,1000000,주5일,기타,12:00~17:00,서비스 및 판매직,무관,2020-08-13
할매국수,2020-05-29 - 2020-05-29,1,여,40 - 55,일급,40000,주3일,기타,16:30~20:30,주방보조 및 홀서빙,무관,2020-08-13
예진뒷고기,2020-05-29 - 2020-05-29,1,여,30 - 55,시급,10000,무관,기타,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
영일만숲실밀면,2020-05-29 - 2020-06-01,1,여,연령 무관,시급,10000,주1일,기타,11:30~15:30,주방보조 및 홀서빙,자투리시간,2020-08-13
해미횟집,2020-05-29 - 2020-05-31,1,여,연령 무관,일급,80000,주2일,기타,10:00~19:00,주방보조 및 홀서빙,무관,2020-08-13
최가네,2020-05-29 - 2020-06-20,1,여,연령 무관,시급,9000,주6일,기타,10:30~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
그집쭈꾸미,2020-05-29 - 2020-05-30,1,여,연령 무관,시급,10000,주1일,기타,17:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
갈매기횟집,2020-05-29 - 2020-05-29,1,성별무관,연령 무관,일급,100000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
금조갈비,2020-05-29 - 2020-05-29,1,여,45 - 55,일급,100000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
해원숯불갈비,2020-05-29 - 2020-05-29,1,여,45 - 55,시급,8590,주6일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
갈비1번가,2020-05-29 - 2020-05-29,1,여,45 - 60,시급,9000,주1일,기타,17:00~23:00,주방보조 및 홀서빙,자투리시간,2020-08-13
수제갈비,2020-05-29 - 2020-05-30,1,여,연령 무관,시급,9000,주1일,기타,16:30~22:30,주방보조 및 홀서빙,무관,2020-08-13
추자도횟집,2020-05-29 - 2020-05-29,1,여,40 - 55,시급,9000,주1일,기타,18:00~23:00,주방보조 및 홀서빙,무관,2020-08-13
황제코다리,2020-05-28 - 2020-05-28,1,여,40 - 65,일급,45000,주1일,오전 타임,10:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
명가전통민물장어,2020-05-28 - 2020-06-01,1,여,연령 무관,일급,90000,무관,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
황제코다리,2020-05-28 - 2020-06-15,1,여,40 - 65,일급,45000,주1일,오전 타임,10:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
예진뒷고기,2020-05-28 - 2020-05-28,1,여,30 - 55,시급,9000,무관,기타,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
별난매운탕,2020-05-28 - 2020-06-07,1,여,연령 무관,시급,8590,주2일,기타,10:30~20:30,주방보조 및 홀서빙,자투리시간,2020-08-13
다시올김밥,2020-05-28 - 2020-06-20,1,성별무관,45 - 60,시급,8590,주6일,기타,11:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
강변횟집,2020-05-28 - 2020-05-29,1,여,45 - 55,일급,90000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
갈비1번가,2020-05-28 - 2020-05-28,1,여,연령 무관,시급,8350,주1일,기타,17:00~23:00,주방보조 및 홀서빙,자투리시간,2020-08-13
추자도횟집,2020-05-28 - 2020-05-28,1,여,40 - 55,시급,9000,주1일,기타,17:00~23:00,주방보조 및 홀서빙,무관,2020-08-13
영일만숲실밀면,2020-05-28 - 2020-05-29,1,여,연령 무관,시급,10000,주1일,기타,11:30~14:30,주방보조 및 홀서빙,자투리시간,2020-08-13
효자 삼이족발보쌈,2020-05-28 - 2020-05-28,1,여,연령 무관,시급,9000,주1일,오전 타임,10:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
흥해석갈비,2020-05-28 - 2020-05-30,1,여,연령 무관,일급,90000,주1일,기타,12:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
영일대 조개구이,2020-05-28 - 2020-05-28,1,여,연령 무관,시급,10000,주2일,기타,17:00~05:00,주방보조 및 홀서빙,무관,2020-08-13
송도왕손짜장,2020-05-28 - 2020-06-14,1,여,연령 무관,시급,9000,주6일,기타,11:00~15:00,주방보조 및 홀서빙,자투리시간,2020-08-13
명가전통민물장어,2020-05-28 - 2020-06-01,1,여,연령 무관,일급,90000,무관,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
신대구식당,2020-05-28 - 2020-05-28,1,여,연령 무관,일급,50000,주1일,기타,08:30~14:30,주방보조 및 홀서빙,자투리시간,2020-08-13
어웨이횟집,2020-05-28 - 2020-05-29,1,여,연령 무관,시급,10000,주1일,기타,18:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
효자 삼이족발보쌈,2020-05-28 - 2020-05-28,1,여,연령 무관,시급,9000,주1일,오전 타임,10:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
나루칼국수 주방보조 및 서빙 12시에서 16시까지,2020-05-27 - 2020-05-28,1,여,30 - 55,시급,8590,월~금,기타,12:00~16:00,주방보조 및 홀서빙,무관,2020-08-13
예진뒷고기,2020-05-27 - 2020-05-27,1,여,30 - 55,시급,9000,무관,기타,18:00~23:00,주방보조 및 홀서빙,자투리시간,2020-08-13
소우리,2020-05-27 - 2020-05-29,1,여,30 - 55,일급,100000,주2일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
영일만숲실밀면,2020-05-27 - 2020-05-28,1,여,연령 무관,시급,10000,주1일,기타,11:30~14:30,주방보조 및 홀서빙,자투리시간,2020-08-13
장가네한우숯불갈비,2020-05-27 - 2020-05-27,1,여,30 - 60,시급,10000,주3일,저녁 타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
신수정회식당,2020-05-27 - 2020-05-28,1,성별무관,연령 무관,시급,9000,주1일,기타,09:30~15:30,주방보조 및 홀서빙,무관,2020-08-13
이노일식,2020-05-27 - 2020-05-28,1,여,30 - 55,일급,100000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
대경회타운,2020-05-27 - 2020-05-27,1,여,연령 무관,시급,10000,주1일,기타,18:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
한우랑,2020-05-27 - 2020-06-14,1,여,연령 무관,시급,9000,무관,저녁 타임,10:30~15:00,주방보조 및 홀서빙,자투리시간,2020-08-13
갈릴리대게횟집,2020-05-27 - 2020-05-27,1,여,연령 무관,일급,100000,"주말(토, 일)",풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
웰빙우렁이 쌈밥,2020-05-27 - 2020-05-27,1,여,35 - 60,시급,9000,주1일,기타,16:30~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
강변횟집,2020-05-27 - 2020-05-28,1,여,45 - 55,일급,90000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
그집쭈꾸미,2020-05-27 - 2020-05-28,1,여,연령 무관,시급,10000,주1일,기타,17:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
민지횟집,2020-05-27 - 2020-05-30,1,여,연령 무관,시급,9000,주2일,기타,10:00~19:00,주방보조 및 홀서빙,무관,2020-08-13
쿠우쿠우,2020-05-27 - 2020-05-28,1,여,연령 무관,시급,8590,주1일,기타,10:00~21:30,주방보조 및 홀서빙,무관,2020-08-13
이동림한방보쌈,2020-05-27 - 2020-06-13,1,여,연령 무관,시급,8590,월~토,기타,18:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
쿠우쿠우문덕점,2020-05-27 - 2020-06-14,2,여,연령 무관,시급,9000,주6일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
나루칼국수 주방보조 및 서빙 12시에서 16시까지,2020-05-27 - 2020-05-28,1,여,30 - 55,시급,8590,월~금,기타,12:00~16:00,주방보조 및 홀서빙,무관,2020-08-13
나루칼국수,2020-05-27 - 2020-05-28,1,여,30 - 55,시급,8590,월~금,기타,12:00~16:00,주방보조 및 홀서빙,무관,2020-08-13
쿠우쿠우,2020-05-26 - 2020-05-26,1,여,연령 무관,시급,8590,주1일,기타,16:30~21:30,주방보조 및 홀서빙,무관,2020-08-13
맘편한집사회적협동조합,2020-05-26 - 2020-05-26,1,여,연령 무관,시급,10000,주1일,풀타임,09:00~21:00,경비 및 청소,자투리시간,2020-08-13
숙달돼지,2020-05-26 - 2020-05-28,1,성별무관,연령 무관,시급,9000,주2일,기타,18:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
개인 마리아,2020-05-26 - 2020-05-29,1,여,50 - 60,시급,10000,주1일,기타,15:00~18:00,경비 및 청소,무관,2020-08-13
세무서 공무원식당,2020-05-26 - 2020-05-31,1,여,45 - 55,일급,80000,주5일,기타,08:00~18:30,주방보조 및 홀서빙,무관,2020-08-13
돈통마늘보쌈,2020-05-26 - 2020-05-26,1,여,30 - 60,시급,8590,주1일,풀타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
이동림한방보쌈,2020-05-26 - 2020-05-31,1,여,연령 무관,시급,8590,주3일,기타,18:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
전원숯불,2020-05-26 - 2020-05-26,1,여,연령 무관,시급,9000,주1일,기타,10:00~02:00,주방보조 및 홀서빙,자투리시간,2020-08-13
그집쭈꾸미,2020-05-26 - 2020-05-26,1,여,연령 무관,일급,90000,주1일,기타,09:30~21:30,주방보조 및 홀서빙,무관,2020-08-13
영일만숲실밀면,2020-05-26 - 2020-05-26,1,여,연령 무관,시급,10000,주1일,기타,11:30~14:30,주방보조 및 홀서빙,자투리시간,2020-08-13
제일회타운,2020-05-26 - 2020-05-30,2,여,연령 무관,시급,12000,주1일,협의가능,,경비 및 청소,무관,2020-08-13
송화타운,2020-05-26 - 2020-05-27,1,여,연령 무관,시급,8590,주1일,기타,16:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
돈통마늘보쌈,2020-05-26 - 2020-05-26,1,여,30 - 60,시급,8590,주1일,풀타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
개인 마리아,2020-05-26 - 2020-05-29,1,여,50 - 60,시급,10000,주1일,기타,15:00~18:00,경비 및 청소,무관,2020-08-13
숙달돼지,2020-05-26 - 2020-05-28,1,성별무관,연령 무관,시급,9000,주2일,기타,18:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
개인 마리아,2020-05-26 - 2020-05-29,1,여,50 - 60,시급,10000,주1일,기타,15:00~18:00,경비 및 청소,무관,2020-08-13
개인 마리아,2020-05-26 - 2020-05-29,1,여,50 - 60,시급,10000,주1일,기타,15:00~18:00,경비 및 청소,무관,2020-08-13
쿠우쿠우,2020-05-25 - 2020-05-25,1,여,연령 무관,시급,8590,주1일,기타,16:30~21:30,주방보조 및 홀서빙,무관,2020-08-13
낚시꾼의 집,2020-05-25 - 2020-05-25,1,여,연령 무관,시급,10000,주1일,저녁 타임,11:00~23:00,주방보조 및 홀서빙,자투리시간,2020-08-13
